  2013   1   8   6  30  149.5041    6.5519   10.1456  228.6399  324.8055  132.4743  228.6399  324.8055  132.4743 
  2013   1   8   7   0   91.5977    6.1665   10.1052  229.1519  323.6255  134.6783  229.1519  323.6255  134.6783 
  2013   1   8   7  30  134.4130    6.5635    9.6802  250.6923  313.9194  187.4653  250.6923  313.9194  187.4653 
  2013   1   8   8   0  115.3848    6.4292    9.6468  250.7416  316.2181  185.2651  250.7416  316.2181  185.2651 
  2013   1   8   8  30   52.6722    5.3033    9.9657  231.0539  325.4948  136.6131  231.0539  325.4948  136.6131 
  2013   1   8   9   0   96.8776    6.2289   10.2424  221.7927  331.4696  112.1157  221.7927  331.4696  112.1157 
  2013   1   8   9  30  284.3592    8.1507    8.8399  253.3018  322.8671  183.7365  253.3018  322.8671  183.7365 
  2013   1   8  10   0  181.1073    6.8864   10.4195  293.9152  348.5897  239.2408  293.9152  348.5897  239.2408 
  2013   1   8  10  30  258.2826    8.1606    9.6863  250.6771  313.7381  187.6161  250.6771  313.7381  187.6161 
  2013   1   8  11   0  185.4766    7.0409    9.2237  226.8421  329.0601  124.6242  226.8421  329.0601  124.6242 
  2013   1   8  11  30  225.0034    7.5408    9.6096  255.7689  323.3358  188.2021  255.7689  323.3358  188.2021 
  2013   1   8  12   0  232.7037    7.4938    9.8893  236.4138  318.3675  154.4600  236.4138  318.3675  154.4600 
  2013   1   8  12  30  177.1053    7.1968   10.4297  294.5395  350.0251  239.0538  294.5395  350.0251  239.0538 
  2013   1   8  13   0  132.0518    6.6115    8.8647  253.3112  322.3940  184.2283  253.3112  322.3940  184.2283 
  2013   1   8  13  30   80.2356    6.0067    9.9697  230.9163  325.6920  136.1407  230.9163  325.6920  136.1407 
  2013   1   8  14   0  120.9252    6.5340   10.2837  217.3287  337.9921   96.6652  217.3287  337.9921   96.6652 
  2013   1   8  14  30  193.4400    7.4749   10.7569  276.4387  326.3460  226.5315  276.4387  326.3460  226.5315 
  2013   1   8  15   0  159.1142    6.8729    9.9404  232.1233  323.7486  140.4980  232.1233  323.7486  140.4980 
  2013   1   8  15  30  130.3578    6.4780   10.1697  227.9133  326.2104  129.6162  227.9133  326.2104  129.6162 
  2013   1   8  16   0  159.9647    6.8123   10.4182  293.8327  348.5022  239.1632  293.8327  348.5022  239.1632 
  2013   1   8  16  30   71.5937    5.4650   10.3944  292.3553  352.2181  232.4925  292.3553  352.2181  232.4925 
  2013   1   8  17   0  196.2261    7.4312    9.2909  224.2953  334.2901  114.3005  224.2953  334.2901  114.3005 
  2013   1   8  17  30  168.7192    7.1210   10.5889  285.3080  334.0315  236.5845  285.3080  334.0315  236.5845 
  2013   1   8  18   0  336.6971    8.8504   10.1502  228.5359  325.0568  132.0151  228.5359  325.0568  132.0151 
  2013   1   8  18  30  358.6073    9.1598    9.5598  247.0865  323.7470  170.4259  247.0865  323.7470  170.4259 
  2013   1   8  19   0  436.7529   10.0436    9.6494  250.6936  316.0302  185.3570  250.6936  316.0302  185.3570 
  2013   1   8  19  30  504.5565   10.9093    9.7319  250.3986  313.4446  187.3525  250.3986  313.4446  187.3525 
  2013   1   8  20   0  404.6300    9.4144    9.9051  234.2846  320.8776  147.6917  234.2846  320.8776  147.6917 
  2013   1   8  20  30  502.4284   10.3274    8.3998  230.5253  320.1941  140.8565  230.5253  320.1941  140.8565 
  2013   1   8  21   0  520.4388   10.9516   10.0077  230.0045  326.2285  133.7804  230.0045  326.2285  133.7804 
  2013   1   8  21  30  302.7952    7.9763   10.1390  228.7670  324.4760  133.0580  228.7670  324.4760  133.0580 
  2013   1   8  22   0  324.8297    8.7010   10.8506  278.3511  321.0592  235.6430  278.3511  321.0592  235.6430 
  2013   1   8  22  30  277.0435    8.1275   10.0074  230.0095  326.2325  133.7865  230.0095  326.2325  133.7865 
  2013   1   8  23   0  304.0319    8.4809    9.3031  224.6963  333.5438  115.8488  224.6963  333.5438  115.8488 
  2013   1   8  23  30  417.7861    9.3482   10.2203  224.2628  329.0299  119.4958  224.2628  329.0299  119.4958 
  2013   1   9   0   0  354.1004    8.9026    9.4321  259.9535  333.6380  186.2690  259.9535  333.6380  186.2690 
  2013   1   9   0  30  273.6853    7.9261    9.9838  230.5065  326.1580  134.8551  230.5065  326.1580  134.8551 
  2013   1   9   1   0  350.2075    9.1654    8.8682  253.3222  322.3134  184.3310  253.3222  322.3134  184.3310 
  2013   1   9   1  30  346.6791    8.6371    8.6394  216.7353  390.0414   43.4292  216.7353  390.0414   43.4292 
  2013   1   9   2   0  381.5271    9.1097    8.9401  255.6603  321.6486  189.6720  255.6603  321.6486  189.6720 
  2013   1   9   2  30  310.5523    8.3603    9.0119  272.2458  399.5065  144.9851  272.2458  399.5065  144.9851 
  2013   1   9   3   0  240.0642    7.5546   10.1096  229.1181  323.6480  134.5881  229.1181  323.6480  134.5881 
  2013   1   9   3  30  137.2293    6.7095    9.5604  247.1383  323.5708  170.7058  247.1383  323.5708  170.7058 
  2013   1   9   4   0  104.9725    6.1959    9.6060  255.6741  322.7753  188.5729  255.6741  322.7753  188.5729 
  2013   1   9   4  30   16.0131    4.7384    9.8658  247.1677  313.8240  180.5114  247.1677  313.8240  180.5114 
  2013   1   9   5   0   10.5608    4.9604   10.0773  229.3279  324.0185  134.6372  229.3279  324.0185  134.6372 
  2013   1   9   5  30   19.6545    5.0415    9.7391  250.3351  313.4744  187.1958  250.3351  313.4744  187.1958 
  2013   1   9   6   0   20.7941    5.4252   10.0329  229.6676  325.5915  133.7437  229.6676  325.5915  133.7437 
  2013   1   9   6  30    0.1683    4.7348   10.2148  224.8169  328.6351  120.9988  224.8169  328.6351  120.9988 
  2013   1   9   7   0   28.9244    4.6955    9.9925  230.2972  326.2822  134.3121  230.2972  326.2822  134.3121 
  2013   1   9   7  30  105.9542    6.3123   11.1766  295.9765  314.7043  277.2487  295.9765  314.7043  277.2487 
  2013   1   9   8   0   60.1827    5.2776   10.4829  303.3262  389.8427  216.8098  303.3262  389.8427  216.8098 
  2013   1   9   8  30   64.4868    6.3112   10.5738  285.8921  337.3926  234.3915  285.8921  337.3926  234.3915 
  2013   1   9   9   0   76.3361    5.4922   10.7966  276.6309  325.7354  227.5264  276.6309  325.7354  227.5264 
  2013   1   9   9  30  203.5556    7.0488   10.0687  229.3803  324.2811  134.4795  229.3803  324.2811  134.4795 
  2013   1   9  10   0  482.7854   10.5825    9.7385  250.3407  313.4715  187.2099  250.3407  313.4715  187.2099 
  2013   1   9  10  30  516.6223   10.5956    9.5586  246.9885  324.1017  169.8753  246.9885  324.1017  169.8753 
  2013   1   9  11   0  549.2808   11.4034   10.1790  227.4856  326.7440  128.2272  227.4856  326.7440  128.2272 
  2013   1   9  11  30  484.9782    9.9583    9.6645  250.6951  314.7097  186.6805  250.6951  314.7097  186.6805 
  2013   1   9  12   0  520.6524   10.2820    9.2506  225.3168  331.8909  118.7427  225.3168  331.8909  118.7427 
  2013   1   9  12  30  508.6612   10.8217    8.3932  230.5529  320.1661  140.9398  230.5529  320.1661  140.9398 
  2013   1   9  13   0  574.4473   11.3674    9.7107  250.5580  313.4325  187.6835  250.5580  313.4325  187.6835 
  2013   1   9  13  30  433.9937    9.7675    9.8912  235.8715  319.1223  152.6206  235.8715  319.1223  152.6206 
  2013   1   9  14   0  433.5356    9.7959    8.8440  253.2972  322.7987  183.7958  253.2972  322.7987  183.7958 
  2013   1   9  14  30  451.8763   10.3626    8.9467  256.7190  322.6908  190.7471  256.7190  322.6908  190.7471 
  2013   1   9  15   0  531.4963   11.3151   10.8329  277.6234  322.9371  232.3098  277.6234  322.9371  232.3098 
  2013   1   9  15  30  546.2537   11.3039   11.6830  303.9325  350.0086  257.8565  303.9325  350.0086  257.8565 
  2013   1   9  16   0  360.8472    9.1858   11.2450  297.5951  317.1974  277.9927  297.5951  317.1974  277.9927 
  2013   1   9  16  30  554.2064   11.7175    9.9292  232.7181  322.8132  142.6229  232.7181  322.8132  142.6229 
  2013   1   9  17   0  475.5564   10.5217   11.0981  294.0888  313.2367  274.9409  294.0888  313.2367  274.9409 
  2013   1   9  17  30  505.4767   10.7475   10.7601  276.4193  326.3867  226.4520  276.4193  326.3867  226.4520 
  2013   1   9  18   0  578.8773   11.3728   10.6915  281.8769  324.7186  239.0351  281.8769  324.7186  239.0351 
  2013   1   9  18  30  579.0286   11.2453   10.4236  294.1720  349.0203  239.3238  294.1720  349.0203  239.3238 
  2013   1   9  19   0  488.2122   10.9733   10.1820  227.3262  326.9074  127.7450  227.3262  326.9074  127.7450 
  2013   1   9  19  30  552.5536   10.9127    8.3246  230.8829  319.8760  141.8898  230.8829  319.8760  141.8898 
  2013   1   9  20   0  387.6542    8.8025    7.7469  231.3939  319.4283  143.3595  231.3939  319.4283  143.3595 
